Subfamily;Tribe;Genus;Species;Sex;Abundance;SU;Strata;Trap;Date;Month;CMR;Obs;Lep
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und5;02/20/17;February;303;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und5;02/20/17;February;304;;
Satyrinae;Satyrini;Praepedaliodes;Praepedaliodes_phanias;F;1;NF6;Canopy;Can5;02/20/17;February;;Dead;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;M;1;NF5;Understory;Und1;02/20/17;February;305;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und1;02/20/17;February;306;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;M;1;NF5;Canopy;Can1;02/20/17;February;;Dead;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF5;Understory;Und2;02/20/17;February;307;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und2;02/20/17;February;308;;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;F;1;NF5;Canopy;Can2;02/20/17;February;;Voucher;386
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF5;Understory;Und3;02/20/17;February;309;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF5;Understory;Und3;02/20/17;February;310;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF5;Understory;Und4;02/20/17;February;311;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und4;02/20/17;February;312;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;NA;1;NF5;Understory;Und4;02/20/17;February;;Next_trap;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF5;Understory;Und4;02/20/17;February;315;;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;F;1;NF5;Canopy;Can4;02/20/17;February;;Voucher;379
Charaxinae;Preponini;Prepona;Prepona_pylene;M;1;NF5;Canopy;Can4;02/20/17;February;;Voucher;387
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;M;1;NF5;Canopy;Can4;02/20/17;February;313;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und5;02/20/17;February;314;;
Charaxinae;Preponini;Prepona;Prepona_pylene;F;1;NF5;Canopy;Can5;02/20/17;February;;Voucher;385
Satyrinae;Satyrini;Hermeuptychia;Hermeuptychia_sp;NA;1;NF5;Canopy;Can5;02/20/17;February;;Voucher;384
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und1;02/20/17;February;315;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;F;1;NF4;Understory;Und2;02/20/17;February;316;;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;F;1;NF4;Canopy;Can2;02/20/17;February;;Voucher;381
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF4;Understory;Und3;02/20/17;February;318;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF4;Understory;Und3;02/20/17;February;317;;
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;M;1;NF4;Canopy;Can3;02/20/17;February;318;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF4;Understory;Und5;02/20/17;February;319;;
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;M;1;NF4;Canopy;Can5;02/20/17;February;320;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;M;1;NF1;Canopy;Can1;02/21/17;February;321;;
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;M;1;NF1;Canopy;Can1;02/21/17;February;;Voucher;373
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;NA;1;NF1;Understory;Und2;02/21/17;February;;Next_trap;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;M;1;NF1;Canopy;Can3;02/21/17;February;322;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;M;1;NF2;Canopy;Can1;02/21/17;February;323;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF2;Understory;Und2;02/21/17;February;324;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF2;Understory;Und2;02/21/17;February;325;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF2;Understory;Und4;02/21/17;February;326;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF3;Understory;Und1;02/21/17;February;327;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF3;Understory;Und1;02/21/17;February;328;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF3;Understory;Und1;02/21/17;February;329;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF3;Understory;Und1;02/21/17;February;330;;
Charaxinae;Preponini;Prepona;Prepona_pylene;M;1;NF3;Canopy;Can1;02/21/17;February;331;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF3;Canopy;Can1;02/21/17;February;;Dead;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF3;Canopy;Can1;02/21/17;February;;Dead;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF3;Canopy;Can1;02/21/17;February;;Dead;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF3;Understory;Und3;02/21/17;February;332;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF3;Understory;Und3;02/21/17;February;333;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF3;Understory;Und3;02/21/17;February;334;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF3;Understory;Und3;02/21/17;February;335;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF3;Canopy;Can2;02/21/17;February;336;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF3;Understory;Und3;02/21/17;February;;Next_trap;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;F;1;NF3;Canopy;Can3;02/21/17;February;;Voucher;376
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF3;Canopy;Can3;02/21/17;February;337;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;NA;1;NF3;Canopy;Can3;02/21/17;February;;Dead;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;F;1;NF3;Understory;Und5;02/21/17;February;338;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;F;1;NF3;Understory;Und5;02/21/17;February;342;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF3;Understory;Und5;02/21/17;February;343;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF3;Understory;Und5;02/21/17;February;339;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF3;Understory;Und5;02/21/17;February;340;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF3;Understory;Und5;02/21/17;February;341;;
Biblidinae;Epiphilini;Epiphile;Epiphile_hubneri;M;1;NF3;Canopy;Can5;02/21/17;February;344;;
Biblidinae;Epiphilini;Epiphile;Epiphile_hubneri;NA;1;NF3;Canopy;Can5;02/21/17;February;;Dead;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;F;1;NF6;Understory;Und1;02/22/17;February;345;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und1;02/22/17;February;346;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und1;02/22/17;February;347;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Canopy;Can1;02/22/17;February;348;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und2;02/22/17;February;349;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und2;02/22/17;February;350;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und2;02/22/17;February;351;;
Biblidinae;Callicorini;Diaethria;Diaethria_candrena;M;1;NF6;Canopy;Can2;02/22/17;February;;Voucher;367
Satyrinae;Morphini;Morpho;Morpho_portis;F;1;NF6;Understory;Und3;02/22/17;February;;Voucher;369
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;NA;1;NF6;Understory;Und3;02/22/17;February;352;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;M;1;NF6;Understory;Und4;02/22/17;February;353;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;F;1;NF6;Understory;Und4;02/22/17;February;355;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und4;02/22/17;February;354;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und4;02/22/17;February;356;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF6;Understory;Und4;02/22/17;February;357;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und4;02/22/17;February;358;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und4;02/22/17;February;360;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und4;02/22/17;February;361;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und4;02/22/17;February;359;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und5;02/22/17;February;362;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF6;Understory;Und5;02/22/17;February;363;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;NA;1;NF6;Understory;Und5;02/22/17;February;;Scape;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und5;02/22/17;February;364;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und5;02/22/17;February;365;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und5;02/22/17;February;366;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Understory;Und5;02/22/17;February;367;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und5;02/22/17;February;368;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und5;02/22/17;February;369;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und5;02/22/17;February;370;;
Charaxinae;Preponini;Prepona;Prepona_pylene;M;1;NF6;Canopy;Can5;02/22/17;February;;Voucher;370
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF5;Understory;Und1;02/22/17;February;371;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;F;1;NF5;Understory;Und1;02/22/17;February;372;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;F;1;NF5;Understory;Und2;02/22/17;February;373;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF5;Understory;Und3;02/22/17;February;375;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und3;02/22/17;February;376;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und3;02/22/17;February;;Scape;
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;F;1;NF5;Understory;Und3;02/22/17;February;374;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und3;02/22/17;February;;Scape;
Satyrinae;Satyrini;Carminda;Carminda_griseldis;F;1;NF5;Canopy;Can3;02/22/17;February;;Voucher;366
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF5;Understory;Und4;02/22/17;February;377;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und4;02/22/17;February;378;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und4;02/22/17;February;382;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und5;02/22/17;February;381;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und5;02/22/17;February;379;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und5;02/22/17;February;380;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und2;02/22/17;February;382;;
Biblidinae;Callicorini;Diaethria;Diaethria_candrena;F;1;NF4;Canopy;Can3;02/22/17;February;;Voucher;364
Charaxinae;Anaeini;Memphis;Memphis_moruus;NA;1;NF4;Canopy;Can3;02/22/17;February;;Voucher;368
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und4;02/22/17;February;383;;
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;F;1;NF4;Canopy;Can4;02/22/17;February;384;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und5;02/22/17;February;385;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und5;02/22/17;February;386;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF1;Understory;Und1;02/23/17;February;387;;
Satyrinae;Satyrini;Euptychoides;Euptychoides_castrensis;F;1;NF1;Canopy;Can2;02/23/17;February;388;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF1;Canopy;Can2;02/23/17;February;;Dead;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF1;Understory;Und5;02/23/17;February;389;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Understory;Und1;02/23/17;February;390;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;M;1;NF2;Canopy;Can4;02/23/17;February;391;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF2;Understory;Und4;02/23/17;February;392;;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;F;1;NF3;Canopy;Can1;02/23/17;February;;Scape;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und4;02/23/17;February;393;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und4;02/23/17;February;394;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF3;Understory;Und5;02/23/17;February;395;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF6;Understory;Und1;02/24/17;February;398;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF6;Understory;Und1;02/24/17;February;396;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und1;02/24/17;February;397;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;F;1;NF6;Understory;Und2;02/24/17;February;398;;
Satyrinae;Brassolini;Caligo;Caligo_martia;M;1;NF6;Understory;Und2;02/24/17;February;399;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF6;Understory;Und2;02/24/17;February;402;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und2;02/24/17;February;400;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und2;02/24/17;February;401;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und2;02/24/17;February;403;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF6;Understory;Und3;02/24/17;February;404;;
Nymphalinae;Nymphalini;Smyrna;Smyrna_blomfildia;M;1;NF6;Canopy;Can3;02/24/17;February;;Voucher;360
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF6;Understory;Und4;02/24/17;February;406;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF6;Understory;Und4;02/24/17;February;405;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und4;02/24/17;February;407;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und5;02/24/17;February;409;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und5;02/24/17;February;410;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF6;Understory;Und5;02/24/17;February;408;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF6;Understory;Und5;02/24/17;February;411;;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;M;1;NF6;Canopy;Can5;02/24/17;February;412;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Canopy;Can5;02/24/17;February;;Dead;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF5;Understory;Und1;02/24/17;February;413;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF5;Understory;Und2;02/24/17;February;415;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF5;Understory;Und2;02/24/17;February;414;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF5;Understory;Und5;02/24/17;February;415;;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;M;1;NF4;Canopy;Can1;02/24/17;February;416;;
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;M;1;NF4;Canopy;Can3;02/24/17;February;418;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF4;Canopy;Can3;02/24/17;February;417;;
Biblidinae;Epiphilini;Epiphile;Epiphile_hubneri;M;1;NF4;Canopy;Can4;02/24/17;February;419;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF4;Canopy;Can5;02/24/17;February;420;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF1;Understory;Und4;02/25/17;February;421;;
Charaxinae;Preponini;Prepona;Prepona_pylene;M;1;NF2;Canopy;Can1;02/25/17;February;422;;
Charaxinae;Preponini;Prepona;Prepona_pylene;F;1;NF2;Canopy;Can2;02/25/17;February;423;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF3;Understory;Und1;02/25/17;February;424;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und1;02/25/17;February;425;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und1;02/25/17;February;426;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und2;02/25/17;February;427;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und3;02/25/17;February;428;;
Satyrinae;Brassolini;Catoblepia;Catoblepia_amphirhoe;M;1;NF3;Canopy;Can3;02/25/17;February;;Voucher;358
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;M;1;NF3;Canopy;Can3;02/25/17;February;429;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und4;02/25/17;February;430;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und4;02/25/17;February;431;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und4;02/25/17;February;432;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;NA;1;NF3;Canopy;Can4;02/25/17;February;;Dead;
Satyrinae;Brassolini;Caligo;Caligo_martia;F;1;NF3;Understory;Und5;02/25/17;February;433;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can1;03/19/17;March;437;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Canopy;Can1;03/19/17;March;438;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can1;03/19/17;March;439;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Canopy;Can1;03/19/17;March;440;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Canopy;Can2;03/19/17;March;436;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;NA;1;NF2;Canopy;Can2;03/19/17;March;;Scape;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can4;03/19/17;March;435;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF1;Canopy;Can5;03/19/17;March;434;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF1;Understory;Und5;03/19/17;March;;Next_trap;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF6;Canopy;Can5;03/20/17;March;441;;
Satyrinae;Satyrini;Eteona;Eteona_tisiphone;NA;1;NF6;Canopy;Can2;03/20/17;March;;Next_trap;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;M;1;NF4;Canopy;Can3;03/20/17;March;442;;
