Subfamily;Tribe;Genus;Species;Sex;Abundance;SU;Strata;Trap;Date;Month;CMR;Obs;Lep
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF4;Canopy;Can3;03/20/17;March;443;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF4;Understory;Und4;03/20/17;March;;Next_trap;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und4;03/20/17;March;;Trap_base;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF4;Understory;Und5;03/20/17;March;;Next_trap;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF4;Understory;Und5;03/20/17;March;;Next_trap;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/20/17;March;444;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/20/17;March;445;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und2;03/20/17;March;446;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF5;Canopy;Can5;03/20/17;March;447;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und1;03/21/17;March;448;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und1;03/21/17;March;449;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;NA;1;NF3;Understory;Und1;03/21/17;March;;Next_trap;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und2;03/21/17;March;450;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF3;Understory;Und2;03/21/17;March;;Next_trap;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF3;Canopy;Can2;03/21/17;March;451;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und3;03/21/17;March;452;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und3;03/21/17;March;453;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und3;03/21/17;March;455;;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_grimon;M;1;NF3;Canopy;Can3;03/21/17;March;;Voucher;464
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und4;03/21/17;March;454;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und4;03/21/17;March;456;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und4;03/21/17;March;457;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF1;Canopy;Can1;03/21/17;March;458;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;NA;1;NF2;Canopy;Can5;03/21/17;March;;Next_trap;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;M;1;NF2;Canopy;Can4;03/21/17;March;459;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF2;Understory;Und3;03/21/17;March;460;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Understory;Und3;03/21/17;March;461;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;F;1;NF2;Canopy;Can3;03/21/17;March;462;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can3;03/21/17;March;463;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF2;Understory;Und2;03/21/17;March;464;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF2;Understory;Und1;03/21/17;March;465;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Understory;Und1;03/21/17;March;466;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Understory;Und1;03/21/17;March;467;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;F;1;NF2;Canopy;Can1;03/21/17;March;468;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can1;03/21/17;March;469;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und1;03/22/17;March;470;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und2;03/22/17;March;;Scape;
Satyrinae;Satyrini;Praepedaliodes;Praepedaliodes_phanias;M;1;NF6;Canopy;Can2;03/22/17;March;;Dead;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und3;03/22/17;March;471;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF6;Understory;Und3;03/22/17;March;472;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und3;03/22/17;March;473;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;F;1;NF6;Understory;Und4;03/22/17;March;;Voucher;465
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und5;03/22/17;March;474;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und5;03/22/17;March;475;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF6;Canopy;Can5;03/22/17;March;476;;
Satyrinae;Satyrini;Eteona;Eteona_tisiphone;NA;1;NF6;Canopy;Can5;03/22/17;March;477;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und1;03/22/17;March;478;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF4;Understory;Und1;03/22/17;March;479;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und1;03/22/17;March;489;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und2;03/22/17;March;;Scape;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF4;Understory;Und2;03/22/17;March;480;;
Satyrinae;Satyrini;Paryphthimoides;Paryphthimoides_grimon;F;1;NF4;Canopy;Can2;03/22/17;March;;Voucher;466
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;NA;1;NF4;Canopy;Can2;03/22/17;March;;Scape;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und3;03/22/17;March;481;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und3;03/22/17;March;482;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF4;Canopy;Can3;03/22/17;March;483;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF4;Canopy;Can3;03/22/17;March;484;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF4;Canopy;Can3;03/22/17;March;485;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und5;03/22/17;March;486;;
Satyrinae;Brassolini;Opoptera;Opoptera_fruhstorferi;M;1;NF4;Understory;Und5;03/22/17;March;487;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF4;Understory;Und5;03/22/17;March;488;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/22/17;March;490;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/22/17;March;491;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/22/17;March;497;;
Biblidinae;Epiphilini;Epiphile;Epiphile_hubneri;M;1;NF5;Canopy;Can1;03/22/17;March;;Voucher;474
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF5;Understory;Und2;03/22/17;March;492;;
Nymphalinae;Nymphalini;Smyrna;Smyrna_blomfildia;M;1;NF5;Canopy;Can2;03/22/17;March;;Voucher;467
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF5;Canopy;Can2;03/22/17;March;493;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF5;Understory;Und3;03/22/17;March;494;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;M;1;NF5;Canopy;Can4;03/22/17;March;496;;
Charaxinae;Anaeini;Memphis;Memphis_moruus;M;1;NF5;Canopy;Can4;03/22/17;March;495;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;M;1;NF5;Canopy;Can4;03/22/17;March;;Voucher;468
Charaxinae;Anaeini;Memphis;Memphis_moruus;M;1;NF5;Canopy;Can4;03/22/17;March;;Voucher;469
Charaxinae;Anaeini;Memphis;Memphis_moruus;M;1;NF5;Canopy;Can4;03/22/17;March;;Voucher;470
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;NA;1;NF5;Canopy;Can4;03/22/17;March;;Next_trap;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;NA;1;NF5;Canopy;Can4;03/22/17;March;;Next_trap;
Satyrinae;Satyrini;Carminda;Carminda_paeon;NA;1;NF5;Canopy;Can5;03/22/17;March;;Dead;
Satyrinae;Satyrini;Praepedaliodes;Praepedaliodes_phanias;NA;1;NF3;Understory;Und1;03/23/17;March;;Scape;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und1;03/23/17;March;499;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und1;03/23/17;March;497;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF3;Understory;Und1;03/23/17;March;498;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;M;1;NF3;Canopy;Can1;03/23/17;March;500;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF3;Canopy;Can1;03/23/17;March;;Dead;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;NA;1;NF3;Canopy;Can1;03/23/17;March;;Dead;
Satyrinae;Satyrini;Praepedaliodes;Praepedaliodes_phanias;M;1;NF3;Canopy;Can1;03/23/17;March;;Voucher;473
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und2;03/23/17;March;501;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und2;03/23/17;March;502;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF3;Understory;Und2;03/23/17;March;503;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;M;1;NF3;Canopy;Can2;03/23/17;March;;Dead;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF3;Canopy;Can2;03/23/17;March;;Dead;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und3;03/23/17;March;504;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF3;Understory;Und3;03/23/17;March;505;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF3;Canopy;Can4;03/23/17;March;;Dead;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF3;Understory;Und4;03/23/17;March;506;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF3;Understory;Und4;03/23/17;March;507;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF3;Understory;Und4;03/23/17;March;;Dead;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;NA;1;NF3;Canopy;Can5;03/23/17;March;;Next_trap;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;F;1;NF1;Understory;Und1;03/23/17;March;508;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;M;1;NF1;Understory;Und1;03/23/17;March;509;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;F;1;NF1;Understory;Und1;03/23/17;March;510;;
Charaxinae;Anaeini;Zaretis;Zaretis_strigosus;F;1;NF1;Canopy;Can1;03/23/17;March;511;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF1;Canopy;Can1;03/23/17;March;512;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF1;Canopy;Can1;03/23/17;March;;Dead;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF1;Understory;Und2;03/23/17;March;514;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF1;Understory;Und3;03/23/17;March;515;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF1;Canopy;Can5;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF1;Canopy;Can5;03/23/17;March;;Dead;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF1;Canopy;Can5;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can5;03/23/17;March;;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF2;Canopy;Can5;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;NA;1;NF2;Canopy;Can5;03/23/17;March;;Dead;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF2;Understory;Und4;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can4;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can4;03/23/17;March;;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;F;1;NF2;Understory;Und3;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Canopy;Can3;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF2;Canopy;Can3;03/23/17;March;;Dead;
Satyrinae;Satyrini;Carminda;Carminda_paeon;NA;1;NF2;Canopy;Can2;03/23/17;March;;Dead;
Biblidinae;Epiphilini;Epiphile;Epiphile_orea;M;1;NF2;Canopy;Can1;03/23/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF2;Canopy;Can1;03/23/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und1;03/24/17;March;;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;M;1;NF6;Understory;Und2;03/24/17;March;;Voucher;471
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF6;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF6;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF6;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;NA;1;NF6;Understory;Und3;03/24/17;March;;Trap_base;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;M;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Understory;Und3;03/24/17;March;;Voucher;475
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_chalciope;F;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;NA;1;NF6;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Canopy;Can3;03/24/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF6;Canopy;Can3;03/24/17;March;;Dead;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und4;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;F;1;NF6;Understory;Und4;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und4;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_quantius;M;1;NF6;Understory;Und4;03/24/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF6;Canopy;Can4;03/24/17;March;;;
Satyrinae;Brassolini;Eryphanis;Eryphanis_reevesii;F;1;NF6;Understory;Und5;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und5;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und5;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF6;Understory;Und5;03/24/17;March;;;
Satyrinae;Brassolini;Opsiphanes;Opsiphanes_quiteria;M;1;NF6;Canopy;Can5;03/24/17;March;;Voucher;476
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_necys;F;1;NF6;Canopy;Can5;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;M;1;NF6;Canopy;Can5;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Forsterinaria;Forsterinaria_pronophila;F;1;NF5;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF5;Understory;Und2;03/24/17;March;;Dead;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;F;1;NF5;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF5;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF5;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF5;Understory;Und3;03/24/17;March;;Dead;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und4;03/24/17;March;;;
Charaxinae;Anaeini;Memphis;Memphis_moruus;F;1;NF5;Canopy;Can4;03/24/17;March;;;
Biblidinae;Callicorini;Diaethria;Diaethria_candrena;F;1;NF5;Canopy;Can4;03/24/17;March;;Voucher;472
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF5;Canopy;Can4;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF5;Understory;Und5;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF5;Understory;Und5;03/24/17;March;;;
Charaxinae;Preponini;Archaeoprepona;Archaeoprepona_amphimachus;NA;1;NF5;Canopy;Can5;03/24/17;March;;Trap_base;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF4;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF4;Understory;Und1;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und1;03/24/17;March;;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und2;03/24/17;March;;;
Satyrinae;Satyrini;Carminda;Carminda_paeon;M;1;NF4;Canopy;Can2;03/24/17;March;;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;M;1;NF4;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und3;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;M;1;NF4;Understory;Und4;03/24/17;March;;;
Satyrinae;Satyrini;Taygetis;Taygetis_ypthima;F;1;NF4;Understory;Und4;03/24/17;March;;;
Satyrinae;Morphini;Morpho;Morpho_epistrophus;F;1;NF4;Understory;Und5;03/24/17;March;;;
